,Unnamed: 0,Unnamed: 0.1,No.,Job_Company,Job_Title,Job_Description,Education_level,Skills_Requirement,python,nosql,sql,r,ai,r語言,mysql,mongodb,資料庫,javascript,機器學習,深度學習,資料探勘,文字探勘,linux,統計學,資料分析,sap,sas,java,c++,c#
50,50,50,51,ShopBack_回饋網股份有限公司,Content Quality Analyst,"ABOUT US

Build the Smarter Way to Shop!

ShopBack, the #1 rewards and discovery platform in Asia-Pacific, enables shoppers across the region to shop ‘The Smarter Way”. It is a one-stop rewards and discovery platform for users to earn cashback, while delivering performance-based marketing to merchants. First launched in Singapore in 2014, ShopBack has since expanded its reach to Malaysia, Indonesia, the Philippines, Thailand, Taiwan,  Australia, and more recently, Vietnam and Korea. In Singapore, the company has also extended its service offering with ShopBack GO, an app-based rewards platform for in-store shopping, dining, and entertainment. We are a passionate team that wants to drive innovation and build a product that we love and are all proud of!

ShopBack partners with over 3,000 merchants including Taobao, Expedia, Shopee, ZALORA to reward its users with cashback across a wide range of categories including general merchandise, travel bookings, fashion, health and beauty, groceries, and food delivery. To date, US$100m in cashback has been awarded to our over 20 million users.

We have global ambitions and are up against international incumbents in a rapidly emerging field! We are expanding our existing team and are looking for passionate talent across APAC to be part of this exciting journey. If you are inspired to take up new challenges and leave a mark on the e-commerce landscape, then come and be part of our growing ShopBack Family!


[Scope of work]
Product Master Data Executive is in charge of the quality of the product information for the entire inventory of products displayed on ShopBack. They have ownership over the entire process of creating and maintaining the product information, making sure this information is accurate, relevant, and up-to-date.

[Your Responsibilities Will Include]
- Setting up quality control processes for the product information (product details, product listings), over the entire inventory of products.
- Managing the onboarding, review, tagging, categorization of millions of products in the database. 
- Participating in high volume analysis/testing assignments with a critical eye for improving the process and product.
- Communicating with the product and engineering teams, escalating issues, distributing information promptly, and contributing key insights derived from your daily work.
- Contribute to and maintain our overall testing/analysis guidelines.
- Assist product team with a variety of non-technical product development tasks.

",大學以上,"['sql', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51,51,52,錼創顯示科技股份有限公司,數據整合工程師（竹南科學園區）,"一、運用統計方法提升生產力及良率
二、協助設計出適合公司製程的預測模型
三、將產線的工程問題轉換為可分析的統計模型
四、協助定義專案的分析流程及演算法
五、將工程及產線需求轉換為可實現的資訊介面",碩士,['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,52,52,53,精藤股份有限公司,資料工程師,"精藤公司為【全家便利商店股份有限公司】之子公司，精藤做為集團資訊整合的中心，不但承擔著集團「系統整合」及「Know-How彙整」的責任，同時也扮演了集團最堅強的技術發展領航者及實踐者。

而支援這團隊成長的背後，除了穩定成長的零售通路資訊發展需求以外，亦包含了精藤20年來不斷精進的程式開發技術以及重視團隊合作的組織文化。

在精藤，除了可以學習各項資訊系統規劃、開發、監控與維護（如：物流管理系統、帳務管理系統、商品管理系統，與情報分析系統......等數以百計的資訊系統，精藤皆自行開發與維護），更有完善的公司治理與開發標準，可做為所有資訊人員執行專案時的後盾。

除此之外，精藤近年來亦不斷追求更多新領域的發展，例如：雲端科技應用、大數據資料分析以及行動裝置管理技術等等，誠摯的歡迎所有對於零售流通有興趣的伙伴一同加入精藤的大家庭。

職務內容如下：
1. 負責資料清整工程及ETL開發
2. 負責數據分析流程中的資料準備工作
3. 協助資料倉儲管理",專科以上,"['資料庫', '資料分析']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,53,53,54,兆威數位媒體有限公司,資料庫開發工程師(DBA),"1.熟TSQL
2.能校調SQL效能(目前是MS SQL)
3.具有資料規劃能力
4.熟 SQL Server 備份還原機制
5.熟 SQL Server 訂閱機制
6.熟 SQL Server Partition 機制
7.熟 SQL Server 權限控管機制",高中以上,['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,54,54,55,傲世娛樂文創有限公司,BY-DBA 數據庫分析師,"1. 資料庫系統規劃、設計、建置
2. 設計、建置及維護高可用性和DR 服務(SQL alwayson, replication, cluster.. etc)
3. 執行資料庫的物件變更或部署
4. 進行PR Review，確保Database object 的效能
5. 執行定期的系統升級或更新
6. 主動監控以確保資料庫服務性能優化
7. 撰寫script 進行日常工作或監控的自動化
8. 資料庫日常維護及故障排除",不拘,"['資料庫', 'sql', 'mysql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,55,55,56,Morgan Philips Hong Kong Limited Taiwan Branch_香港商博禹國際顧問有限公司台灣分公司,數據科學家 Data Scientist,"1. 客戶營運分析專案中的一員，主要負責客戶行為數據的處理與分析。
1. As a member in customer's behavior project team, responsible for image data processing and analyzing.

2. 導入與建制機器學習/深度學習模型。
2. Implement and build up machine learning/deep learning model.

3. 管理和分析現有客戶行為數據，提升資料品質
3. Manage and analyze current data, propose ideas that improve data quality. ",大學以上,"['機器學習', 'java', '深度學習', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,56,57,鄉林建設事業股份有限公司,資訊工程師,"1.網站數據追蹤、設定追蹤程式碼
2.內部系統資料庫數據處理、自動化匯出
3.協助數位轉型部門的資料串接需求（跨系統資料匯出匯入、API建置）
4.協助內部流程自動化",大學以上,"['sql', 'mysql', 'mongodb', 'python', 'javascript', '資料庫', 'linux', 'nosql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,57,57,58,捷智商訊科技股份有限公司,網路工程師,"1.主動積極, 樂於分享.協助.良好溝通能力
2.做事有計劃、效率、系統性思考
3.具團隊合作精神、能配合公司規定。

- 熟悉Python語言撰寫實務經驗1年以上。
-熟悉Hadoop
-開發API 給前端網站或其他Application使用
-了解資料庫語言 (PostgreSQL, MSSQL, MySQL/MariaDB)
- 熟悉Linux 者佳
",專科、大學、碩士,"['c#', 'mysql', 'python', 'javascript', '資料庫', 'linux']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,58,58,59,雨林新零售股份有限公司,SAP ABAP Engineer,"1.  協助開發SAP與異質系統整合所需ABAP整合介面。
2.  SAP 外掛程式之分析、設計、開發、測試與後續維護。
3.  BAPI/RFC/Webdynpro/ BTE / 程式效能調教。
4.  處理 S/4 HANA 專案工作( 如資料轉檔、權限整理)。
5.  協助使用者端 SAP 問題排除。",大學以上,['sap'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,59,59,60,鈕酷樂股份有限公司,數據分析師,"1.數據資料整理分析
2.規劃數據分析模型
3.數據研究報告撰寫 
4.數據資料庫維運 
5.應用大數據分析系統做旅遊行為分析 
6.將資料視覺化(熟悉Tableau 尤佳)",大學以上,['資料庫'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,60,61,緯創軟體股份有限公司,E-SAP系統工程師,"1. 電腦/財務/物流管理等相關科系本科以上學歷。
2. 2年以上SAP FI/CO/SD/MM 中任意一個外部顧問經驗。
3. 4年以上上述模組內部顧問或Key User 經驗。
4. 熟悉同行業，或相關行業企業流程，可實際參與客戶需求訪談/解決方案及開發功能說明 
    書； SAP FI/CO/SD/MM(FI/CO優先）。
5. 俱備有ABAP開發基礎或良好的經驗。",專科以上,['sap'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,61,61,62,長興開發科技股份有限公司(外商),IT Business Analyst,"Description:

The IT Business Analyst will work as part of Finance Business Service team to develop, implement, manage and support CMC’s Financial Applications. The applicant shall have a good mix of business experience, functional and technical knowledge of Finance Systems (SAP FICO, Oracle EBS Financials, Hyperion and other financial applications like RPA, Backline, etc.). This individual shall possess the ability to consistently deliver effective solutions in a timely manner to meet business objectives. In this role, the individual will be responsible to identify gaps within the existing systems, work with leadership and management team to formulate IT systems strategy and roadmap, and work with business users to define requirements for new solutions and implement approved solutions.

Specific Duties & Requirements:

• Lead the planning, design, development and deployment of new solutions by utilizing appropriate systems development and project management methodologies.
• Perform gap analysis between current state and future state, design/develop new technical solutions, develop test plan/test scripts and coordinate testing for enhancements & fixes.
• Provide functional & technical expertise required to maintain and support CMC’s Financial systems. Collaborate with global IT and business teams to track and troubleshoot system issues, propose alternative solutions and corresponding RCA’s and explore improvements to existing systems and processes.
• Evaluate emerging technologies to identify opportunities, trends and best practices that can be leveraged to strengthen CMC’s IT systems.
• This job involves carrying a mobile device and may require some off-hours and weekend work.
• Able to travel occasionally Taiwan, Korea, Singapore, Japan, and/or United States.",大學、碩士,"['sap', 'sql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,62,62,63,德昂資訊股份有限公司,系統分析和運維工程師--高雄,"系統分析和運維工程師

崗位職責：
1. 負責分析型應用軟體的需求調研和設計。
2. 負責和開發人員溝通需求，確保産品開發符合要求。
3. 負責分析型應用產品的售前和落地
4. 擅長PPT製作，需求文檔撰寫和設計，熟悉軟體開發流程
5. 提供現有系統的運維支持和服務
6. 參與數倉維護和BI開發

任職要求：
1. 具備系統分析和資料分析雙重的經驗和能力
2. 有OA、CRM、ERP, BI 等相關領域產品和服務開發和實施經驗
3. 對于會員管理，積分計畫，財務管理，人資管理和資料分析等有很好的理解和深度的認知。
",專科以上,"['資料庫', 'sql', 'mysql', '資料分析']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,63,63,64,雲端互動股份有限公司,Sr. .Net Developer,"Responsibilities:
·               Develop back-end systems in C#.NET
·               Design, configure, and administer platforms in Microsoft Azure
·               Communicate directly with US-based engineers in English
·               Develop micro-service architectures and participate in enterprise architecture planning
·               Provide leadership to other engineers and the team. ",大學以上,"['ai', 'c#', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,64,64,65,易勝資訊股份有限公司,SAP 顧問,"擔任SAP Consultant, 熟悉下列任一產品
- SuccessFactors
- FIN CO
- SCM PS",大學、碩士,['sap'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
